d7628c89122e8659c73070c56364fac3791cfa0c,taskName,raceSet,blackLabels,whiteLabels,taskNumber,taskURL,name,response,serial,declined,submitLatency,log_serial,trial_id,responseHandle,latency,stimuli,media,data,block3Cond,feedback,d,pristineLatency
d7628c89122e8659c73070c56364fac3791cfa0c,rwascale,,,,,,rwaf18,,26,true,1137.1999998092651,,,,,,,,,,,
d7628c89122e8659c73070c56364fac3791cfa0c,rwascale,,,,,,rwaf4,,27,true,1531.1999998092651,,,,,,,,,,,
d7628c89122e8659c73070c56364fac3791cfa0c,rwascale,,,,,,rwaf5,,28,true,1026.8000001907349,,,,,,,,,,,
d7628c89122e8659c73070c56364fac3791cfa0c,rwascale,,,,,,rwaf9,,29,true,2064.3999996185303,,,,,,,,,,,
d7628c89122e8659c73070c56364fac3791cfa0c,rwascale,,,,,,rwaf6,,30,true,696.5999994277954,,,,,,,,,,,
d7628c89122e8659c73070c56364fac3791cfa0c,rwascale,,,,,,rwaf14,,31,true,1122.5999994277954,,,,,,,,,,,
d7628c89122e8659c73070c56364fac3791cfa0c,rwascale,,,,,,rwaf11,,32,true,798.5,,,,,,,,,,,
d7628c89122e8659c73070c56364fac3791cfa0c,rwascale,,,,,,rwaf1,,33,true,818.3999996185303,,,,,,,,,,,
d7628c89122e8659c73070c56364fac3791cfa0c,rwascale,,,,,,rwaf19,,34,true,869,,,,,,,,,,,
d7628c89122e8659c73070c56364fac3791cfa0c,rwascale,,,,,,rwaf13,,35,true,936.2999992370605,,,,,,,,,,,
d7628c89122e8659c73070c56364fac3791cfa0c,rwascale,,,,,,rwaf3,,36,true,661.4000005722046,,,,,,,,,,,
d7628c89122e8659c73070c56364fac3791cfa0c,rwascale,,,,,,rwaf12,,37,true,1141.1999998092651,,,,,,,,,,,
d7628c89122e8659c73070c56364fac3791cfa0c,debriefing,,,,7,debriefing.js,,,,,,,,,,,,,,,,
d7628c89122e8659c73070c56364fac3791cfa0c,debriefing,,,,,,broughtwebsite,Other,38,,40174.599999427795,,,,19831,,,,,,,19831
d7628c89122e8659c73070c56364fac3791cfa0c,debriefing,,,,,,iatevaluations1,1,39,,40171.5,,,,28299.300000190735,,,,,,,25208.699999809265
d7628c89122e8659c73070c56364fac3791cfa0c,debriefing,,,,,,iatevaluations2,1,40,,40170.300000190735,,,,35308,,,,,,,35308
d7628c89122e8659c73070c56364fac3791cfa0c,debriefing,,,,,,iatevaluations3,1,41,,40169.800000190735,,,,38626.5,,,,,,,38626.5
d7628c89122e8659c73070c56364fac3791cfa0c,namelessTask,,,,8,,,,,,,,,,,,,,,,,
